Zoekwoord,Thema,Cluster,Laag,Herkomst,Volume Vlaanderen,Volume Nederland,Moeilijkheid,Intentie,SERP-features,VisitArdenne positie,In FR-onderzoek,In eerder universum
fietsknooppunten nl,Fietsen & mountainbike,fietsknooppunten nl,SUBSTITUTE,MARKET-DISCOVERED,,,68,navigational,,,0,0
fietsknooppunten vlaams-brabant,Fietsen & mountainbike,fietsknooppunten vlaams-brabant,SUBSTITUTE,MARKET-DISCOVERED,,,11,navigational,,,0,1
fietsknooppunten mechelen,Fietsen & mountainbike,fietsknooppunten mechelen,SUBSTITUTE,MARKET-DISCOVERED,,,13,navigational,,,0,0
fietsknooppunten vlaams brabant,Fietsen & mountainbike,fietsknooppunten vlaams-brabant,SUBSTITUTE,MARKET-DISCOVERED,,,11,navigational,,,0,1
fietsknooppunten koksijde,Fietsen & mountainbike,fietsknooppunten koksijde,SUBSTITUTE,MARKET-DISCOVERED,,,1,navigational,,,0,0
fietsknooppunten oost vlaanderen kaart,Fietsen & mountainbike,fietsknooppunten oost-vlaanderen kaart,SUBSTITUTE,MARKET-DISCOVERED,,,18,navigational,,,0,0
fietsknooppunten oost-vlaanderen kaart,Fietsen & mountainbike,fietsknooppunten oost-vlaanderen kaart,SUBSTITUTE,MARKET-DISCOVERED,,,18,navigational,,,0,0
fietsknooppunten heist-op-den-berg,Fietsen & mountainbike,fietsknooppunten heist-op-den-berg,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
fietsknooppunten heist op den berg,Fietsen & mountainbike,fietsknooppunten heist-op-den-berg,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
fietsknooppunten sint-truiden,Fietsen & mountainbike,fietsknooppunten sint truiden,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,1
fietsknooppunten sint truiden,Fietsen & mountainbike,fietsknooppunten sint truiden,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,1
fietsknooppunten noord frankrijk,Fietsen & mountainbike,fietsknooppunten in noord frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,6,informational,,,0,0
fietsknooppunten noord-frankrijk,Fietsen & mountainbike,fietsknooppunten in noord frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,6,informational,,,0,0
kaart fietsknooppunten noord-frankrijk,Fietsen & mountainbike,kaart fietsknooppunten noord frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,5,navigational,,,0,1
kaart fietsknooppunten noord frankrijk,Fietsen & mountainbike,kaart fietsknooppunten noord frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,5,navigational,,,0,1
kaart fietsknooppunten limburg,Fietsen & mountainbike,fietsknooppunten limburg kaart,SUBSTITUTE,MARKET-DISCOVERED,,,23,navigational,,,0,0
vlaams brabant fietsknooppunten,Fietsen & mountainbike,fietsknooppunten vlaams-brabant,SUBSTITUTE,MARKET-DISCOVERED,,,11,navigational,,,0,0
nederland dagje weg,Dagje uit,dagje weg nederland,SUBSTITUTE,MARKET-DISCOVERED,,,58,informational,,,0,0
dagje weg met ns,Dagje uit,dagje weg ns,SUBSTITUTE,MARKET-DISCOVERED,,,37,informational,,,0,0
ns dagje weg,Dagje uit,dagje weg ns,SUBSTITUTE,MARKET-DISCOVERED,,,42,informational,,,0,0
leuk dagje weg in nederland,Dagje uit,leuk dagje weg in nederland,SUBSTITUTE,MARKET-DISCOVERED,,,56,informational,,,0,0
leuke dagje weg nederland,Dagje uit,leuk dagje weg in nederland,SUBSTITUTE,MARKET-DISCOVERED,,,50,informational,,,0,0
brabant dagje weg,Dagje uit,brabant dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
leuk dagje weg nederland,Dagje uit,leuk dagje weg in nederland,SUBSTITUTE,MARKET-DISCOVERED,,,56,informational,,,0,0
noord holland dagje weg,Dagje uit,noord holland dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,14,informational,,,0,0
friesland dagje weg,Dagje uit,friesland dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,5,informational,,,0,0
dagje weg in noord holland,Dagje uit,noord holland dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,14,informational,,,0,0
dagje weg in friesland,Dagje uit,friesland dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,5,informational,,,0,0
dagje weg noord-holland,Dagje uit,noord holland dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,24,informational,,,0,0
duitsland dagje weg,Dagje uit,dagje weg duitsland,SUBSTITUTE,MARKET-DISCOVERED,,,10,informational,,,0,0
drenthe dagje weg,Dagje uit,dagje weg drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg in drenthe,Dagje uit,dagje weg drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
zeeland dagje weg,Dagje uit,dagje weg in zeeland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg in gelderland,Dagje uit,dagje weg in gelderland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg zuid-holland,Dagje uit,dagje weg zuid holland,SUBSTITUTE,MARKET-DISCOVERED,,,8,informational,,,0,0
limburg dagje weg,Dagje uit,dagje weg in limburg,SUBSTITUTE,MARKET-DISCOVERED,,,11,informational,,,0,0
zuid holland dagje weg,Dagje uit,dagje weg zuid holland,SUBSTITUTE,MARKET-DISCOVERED,,,8,informational,,,0,0
dagje weg gelderland,Dagje uit,dagje weg in gelderland,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
leuke stad nederland dagje weg,Dagje uit,leuke stad nederland dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,29,informational,,,0,0
dagje weg in zuid holland,Dagje uit,dagje weg zuid holland,SUBSTITUTE,MARKET-DISCOVERED,,,8,informational,,,0,0
dagje weg in limburg,Dagje uit,dagje weg in limburg,SUBSTITUTE,MARKET-DISCOVERED,,,1,informational,,,0,0
overijssel dagje weg,Dagje uit,overijssel dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
dagje weg in utrecht,Dagje uit,dagje weg utrecht,SUBSTITUTE,MARKET-DISCOVERED,,,14,informational,,,0,0
dagje weg groningen,Dagje uit,groningen dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,5,informational,,,0,0
dagje weg in rotterdam,Dagje uit,rotterdam dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,17,informational,,,0,0
utrecht dagje weg,Dagje uit,dagje weg utrecht,SUBSTITUTE,MARKET-DISCOVERED,,,22,informational,,,0,0
rotterdam dagje weg,Dagje uit,rotterdam dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,17,informational,,,0,0
dagje weg in overijssel,Dagje uit,overijssel dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
dagje weg in groningen,Dagje uit,groningen dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,5,informational,,,0,0
groningen dagje weg,Dagje uit,groningen dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,5,informational,,,0,0
dagje weg met kinderen in brabant,Dagje uit,dagje weg brabant kinderen,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
amsterdam dagje weg,Dagje uit,dagje weg naar amsterdam,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
dagje weg in amsterdam,Dagje uit,dagje weg naar amsterdam,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
dagje weg kinderen brabant,Dagje uit,dagje weg brabant kinderen,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg naar amsterdam,Dagje uit,dagje weg naar amsterdam,SUBSTITUTE,MARKET-DISCOVERED,,,2,informational,,,0,0
dagje weg nederland met partner,Dagje uit,dagje weg met partner in nederland,SUBSTITUTE,MARKET-DISCOVERED,,,27,informational,,,0,0
dagje weg brabant kinderen,Dagje uit,dagje weg brabant kinderen,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg in den bosch,Dagje uit,den bosch dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,6,informational,,,0,0
den bosch dagje weg,Dagje uit,den bosch dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,6,informational,,,0,0
den haag dagje weg,Dagje uit,den haag dagje weg,SUBSTITUTE,MARKET-DISCOVERED,,,3,informational,,,0,0
eindhoven dagje weg,Dagje uit,dagje weg eindhoven,SUBSTITUTE,MARKET-DISCOVERED,,,23,informational,,,0,0
dagje weg in noord brabant,Dagje uit,dagje weg noord brabant,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg in breda,Dagje uit,dagje weg breda,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg noord-brabant,Dagje uit,dagje weg noord brabant,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg in twente,Dagje uit,dagje weg twente,SUBSTITUTE,MARKET-DISCOVERED,,,3,informational,,,0,0
dagje weg in eindhoven,Dagje uit,dagje weg eindhoven,SUBSTITUTE,MARKET-DISCOVERED,,,23,informational,,,0,0
breda dagje weg,Dagje uit,dagje weg breda,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje weg naar antwerpen,Dagje uit,dagje weg antwerpen,SUBSTITUTE,MARKET-DISCOVERED,,,31,informational,,,0,0
dagje weg in maastricht,Dagje uit,dagje weg in maastricht,SUBSTITUTE,MARKET-DISCOVERED,,,34,informational,,,0,0
dagje weg in antwerpen,Dagje uit,dagje weg antwerpen,SUBSTITUTE,MARKET-DISCOVERED,,,31,informational,,,0,0
dagje weg maastricht,Dagje uit,dagje weg in maastricht,SUBSTITUTE,MARKET-DISCOVERED,,,34,informational,,,0,0
antwerpen dagje weg,Dagje uit,dagje weg antwerpen,SUBSTITUTE,MARKET-DISCOVERED,,,31,informational,,,0,0
maastricht dagje weg,Dagje uit,dagje weg in maastricht,SUBSTITUTE,MARKET-DISCOVERED,,,34,informational,,,0,0
weekendje weg nederland met kinderen,Gezin & kinderen,weekendje weg met kinderen nederland,SUBSTITUTE,MARKET-DISCOVERED,,,8,informational,,,0,0
weekendje weg in nederland met kinderen,Gezin & kinderen,weekendje weg met kinderen nederland,SUBSTITUTE,MARKET-DISCOVERED,,,20,informational,,,0,0
weekendje weg met kinderen in nederland,Gezin & kinderen,weekendje weg met kinderen nederland,SUBSTITUTE,MARKET-DISCOVERED,,,21,informational,,,0,0
weekendje weg met kinderen nederland,Gezin & kinderen,weekendje weg met kinderen nederland,SUBSTITUTE,MARKET-DISCOVERED,,,20,informational,,,0,0
uitstap met kinderen oost-vlaanderen,Gezin & kinderen,uitstap met kinderen oost-vlaanderen,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,1
uitstap met kinderen oost vlaanderen,Gezin & kinderen,uitstap met kinderen oost vlaanderen,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,1
dagje uit met kinderen gelderland,Gezin & kinderen,dagje uit met kinderen gelderland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje uit met kinderen overijssel,Gezin & kinderen,dagje uit met kinderen overijssel,SUBSTITUTE,MARKET-DISCOVERED,,,,informational,,,0,0
dagje uit met kinderen rotterdam,Gezin & kinderen,dagje uit kinderen rotterdam,SUBSTITUTE,MARKET-DISCOVERED,,,1,informational,,,0,0
dagje uit met kinderen in gelderland,Gezin & kinderen,dagje uit met kinderen gelderland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje uit met kinderen zuid holland,Gezin & kinderen,dagje uit met kinderen zuid-holland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje uit met kinderen in drenthe,Gezin & kinderen,dagje uit met kinderen drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,,informational,,,0,0
dagje uit met kinderen in overijssel,Gezin & kinderen,dagje uit met kinderen overijssel,SUBSTITUTE,MARKET-DISCOVERED,,,,informational,,,0,0
dagje uit met kinderen drenthe,Gezin & kinderen,dagje uit met kinderen drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,,informational,,,0,0
dagje uit amsterdam met kinderen,Gezin & kinderen,dagje uit met kinderen amsterdam,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dagje uit met kinderen in brabant,Gezin & kinderen,dagje uit met kinderen brabant,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
gezinsvakantie nederland,Gezin & kinderen,gezinsvakantie nederland,SUBSTITUTE,MARKET-DISCOVERED,,,7,informational,,,0,0
gezinsvakantie in nederland,Gezin & kinderen,gezinsvakantie nederland,SUBSTITUTE,MARKET-DISCOVERED,,,7,informational,,,0,0
grotten maastricht bezoeken,Attracties,grotten bezoeken maastricht,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
grotten valkenburg bezoeken,Attracties,grot valkenburg bezoeken,SUBSTITUTE,MARKET-DISCOVERED,,,9,informational,,,0,0
grotten bezoeken limburg,Attracties,grotten limburg bezoeken,SUBSTITUTE,MARKET-DISCOVERED,,,10,informational,,,0,0
grotten limburg bezoeken,Attracties,grotten limburg bezoeken,SUBSTITUTE,MARKET-DISCOVERED,,,10,informational,,,0,0
maastricht grotten bezoeken,Attracties,grotten bezoeken maastricht,SUBSTITUTE,MARKET-DISCOVERED,,,1,informational,,,0,0
grotten bezoeken valkenburg,Attracties,grot valkenburg bezoeken,SUBSTITUTE,MARKET-DISCOVERED,,,13,informational,,,0,0
dierenparken west-vlaanderen,Attracties,dierenpark west vlaanderen,SUBSTITUTE,MARKET-DISCOVERED,,,3,navigational,,,0,0
dierenparken west vlaanderen,Attracties,dierenpark west vlaanderen,SUBSTITUTE,MARKET-DISCOVERED,,,3,navigational,,,0,0
dierenparken duitsland,Attracties,dierenpark duitsland,SUBSTITUTE,MARKET-DISCOVERED,,,11,informational,,,0,0
dierenparken limburg,Attracties,dierenparken limburg,SUBSTITUTE,MARKET-DISCOVERED,,,10,navigational,,,0,0
dierenparken nederland kaart,Attracties,dierenparken nederland op kaart,SUBSTITUTE,MARKET-DISCOVERED,,,24,informational,,,0,0
dierenparken brabant,Attracties,dierenparken brabant,SUBSTITUTE,MARKET-DISCOVERED,,,,navigational,,,0,0
dierenparken wallonië,Attracties,dierenpark wallonie,CORE,MARKET-DISCOVERED,,,3,navigational,,,0,0
dierenparken in wallonie,Attracties,dierenpark wallonie,CORE,MARKET-DISCOVERED,,,3,navigational,,,0,0
grotten bezoeken maastricht,Attracties,grotten bezoeken maastricht,SUBSTITUTE,MARKET-DISCOVERED,,,,informational,,,0,0
grotten in limburg bezoeken,Attracties,grotten limburg bezoeken,SUBSTITUTE,MARKET-DISCOVERED,,,10,informational,,,0,0
valkenburg grotten bezoeken,Attracties,grot valkenburg bezoeken,SUBSTITUTE,MARKET-DISCOVERED,,,5,informational,,,0,0
dierenparken amersfoort,Attracties,dierenpark amersfoort,SUBSTITUTE,MARKET-DISCOVERED,,,21,navigational,,,0,0
dierenparken emmen,Attracties,dierenpark emmen,SUBSTITUTE,MARKET-DISCOVERED,,,3,navigational,,,0,0
dierenparken in nederland,Attracties,dierenparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,43,informational,,,0,0
nederlandse dierenparken,Attracties,dierenparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,43,navigational,,,0,0
de warande dierenparken helmond,Attracties,de warande dierenparken helmond,SUBSTITUTE,MARKET-DISCOVERED,,,1,navigational,,,0,0
dierenparken noord holland,Attracties,dierenpark noord holland,SUBSTITUTE,MARKET-DISCOVERED,,,10,navigational,,,0,0
dierenparken noord-holland,Attracties,dierenpark noord holland,SUBSTITUTE,MARKET-DISCOVERED,,,10,navigational,,,0,0
dierenparken in duitsland,Attracties,dierenpark duitsland,SUBSTITUTE,MARKET-DISCOVERED,,,11,informational,,,0,0
de rippert dierenparken helmond,Attracties,de rippert dierenparken helmond,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dierenparken in brabant,Attracties,dierenparken brabant,SUBSTITUTE,MARKET-DISCOVERED,,,10,navigational,,,0,0
dierenparken friesland,Attracties,dierenpark friesland,SUBSTITUTE,MARKET-DISCOVERED,,,10,navigational,,,0,0
dierenparken drenthe,Attracties,drenthe dierenpark,SUBSTITUTE,MARKET-DISCOVERED,,,10,navigational,,,0,0
dierenparken helmond stichting jan visser dierenparken,Attracties,dierenparken helmond stichting jan visser dierenparken,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
dierenparken noord brabant,Attracties,dierenpark noord brabant,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
dierenparken in noord brabant,Attracties,dierenpark noord brabant,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
dierenparken nederland op kaart,Attracties,dierenparken nederland op kaart,SUBSTITUTE,MARKET-DISCOVERED,,,24,informational,,,0,0
nederland pretparken,Attracties,pretparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,21,informational,,,0,0
pretparken in nederland,Attracties,pretparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,21,informational,,,0,0
duitsland pretparken,Attracties,pretpark duitsland,SUBSTITUTE,MARKET-DISCOVERED,,,7,informational,,,0,0
pretparken in duitsland,Attracties,pretpark duitsland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
pretparken duitsland,Attracties,pretpark duitsland,SUBSTITUTE,MARKET-DISCOVERED,,,7,informational,,,0,0
pretparken slagharen,Attracties,slagharen pretpark,SUBSTITUTE,MARKET-DISCOVERED,,,32,navigational,,,0,0
pretparken hellendoorn,Attracties,hellendoorn pretpark,SUBSTITUTE,MARKET-DISCOVERED,,,38,navigational,,,0,0
pretparken rotterdam,Attracties,pretpark rotterdam,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
belgië pretparken,Attracties,pretparken belgie,SUBSTITUTE,MARKET-DISCOVERED,,,17,informational,,,0,0
pretparken in belgie,Attracties,pretparken belgie,SUBSTITUTE,MARKET-DISCOVERED,,,17,informational,,,0,1
pretparken in belgië,Attracties,pretparken belgie,SUBSTITUTE,MARKET-DISCOVERED,,,17,informational,,,0,1
drenthe pretparken,Attracties,pretpark drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,4,navigational,,,0,0
pretparken nederland op kaart,Attracties,pretparken nederland kaart,SUBSTITUTE,MARKET-DISCOVERED,,,25,informational,,,0,0
pretparken drenthe,Attracties,pretpark drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
pretparken in nederland kaart,Attracties,pretparken nederland kaart,SUBSTITUTE,MARKET-DISCOVERED,,,9,informational,,,0,0
pretparken in drenthe,Attracties,pretpark drenthe,SUBSTITUTE,MARKET-DISCOVERED,,,4,informational,,,0,0
pretparken limburg,Attracties,limburg pretpark,SUBSTITUTE,MARKET-DISCOVERED,,,3,navigational,,,0,0
pretparken frankrijk,Attracties,pretpark frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,11,informational,,,0,1
pretparken in noord holland,Attracties,pretpark noord-holland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
leukste pretparken in nederland,Attracties,leukste pretparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,22,informational,,,0,0
pretparken noord holland,Attracties,pretpark noord-holland,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
pretparken drievliet,Attracties,drievliet pretpark,SUBSTITUTE,MARKET-DISCOVERED,,,10,informational,,,0,0
leuke pretparken nederland,Attracties,leuke pretparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,25,informational,,,0,0
frankrijk pretparken,Attracties,pretpark frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,11,informational,,,0,0
pretparken in limburg,Attracties,limburg pretpark,SUBSTITUTE,MARKET-DISCOVERED,,,7,informational,,,0,0
pretparken noord-holland,Attracties,pretpark noord-holland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
pretparken in frankrijk,Attracties,pretpark frankrijk,SUBSTITUTE,MARKET-DISCOVERED,,,11,informational,,,0,0
pretparken friesland,Attracties,pretpark friesland,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
pretparken den haag,Attracties,pretparken den haag,SUBSTITUTE,MARKET-DISCOVERED,,,14,informational,,,0,0
pretparken in friesland,Attracties,pretpark friesland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
pretparken brabant,Attracties,pretpark brabant,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
pretparken in brabant,Attracties,pretpark brabant,SUBSTITUTE,MARKET-DISCOVERED,,,3,navigational,,,0,0
pretparken in den haag,Attracties,pretparken den haag,SUBSTITUTE,MARKET-DISCOVERED,,,14,informational,,,0,0
pretparken indoor nederland,Attracties,pretpark indoor nederland,SUBSTITUTE,MARKET-DISCOVERED,,,20,navigational,,,0,0
indoor pretparken nederland,Attracties,pretpark indoor nederland,SUBSTITUTE,MARKET-DISCOVERED,,,4,navigational,,,0,0
all inclusive pretparken nederland,Attracties,all inclusive pretpark nederland,SUBSTITUTE,MARKET-DISCOVERED,,,6,commercial,,,0,0
pretparken overijssel,Attracties,pretpark overijssel,SUBSTITUTE,MARKET-DISCOVERED,,,7,navigational,,,0,0
pretparken in overijssel,Attracties,pretpark overijssel,SUBSTITUTE,MARKET-DISCOVERED,,,7,informational,,,0,0
pretparken in zuid holland,Attracties,pretparken zuid holland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
familie pretparken nederland,Attracties,familie pretpark nederland,SUBSTITUTE,MARKET-DISCOVERED,,,22,navigational,,,0,0
gelderland pretparken,Attracties,pretparken gelderland,SUBSTITUTE,MARKET-DISCOVERED,,,0,navigational,,,0,0
alle pretparken van nederland,Attracties,alle pretparken nederland,SUBSTITUTE,MARKET-DISCOVERED,,,0,informational,,,0,0
walibi pretparken,Attracties,walibi pretparken,SUBSTITUTE,MARKET-DISCOVERED,,,22,navigational,,,0,0
pretparken gelderland,Attracties,pretparken gelderland,SUBSTITUTE,MARKET-DISCOVERED,,,3,navigational,,,0,0
pretparken apeldoorn,Attracties,apeldoorn pretpark,SUBSTITUTE,MARKET-DISCOVERED,,,8,navigational,,,0,0
